,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1087,RUMAH CANTIK SATU LANTAI SIAP HUNI DI PERUMAHAN WIKA,"Rp 2,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15050173/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15050173/original/hos15050173-rumah-di-jual-di-balikpapan-utara-balikpapan-1696826211.jpg,3,2,311 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1088,rumah tingkat 2 di kampung  Timur Balikpapan,"Rp 1,65 Miliar","Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15049662/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15049662/original/hos15049662-rumah-di-jual-di-gn.-samarinda-balikpapan-1696824426.jpg,6,2,250 m²,246 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1089,Hunian baru konsep Villa ditengah kota balikpapan ,Rp 850 Juta,"Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15048371/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15048371/original/hos15048371-rumah-di-jual-di-damai-balikpapan-1696819627.jpg,3,3,125 m²,135 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
1090,Hunian terawat di perumahan yang nyaman sekali,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047965/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047965/original/hos15047965-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696817539.jpg,3,2,130 m²,125 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1091,"Rumah dikawasan adem, nyaman dan aman dikota balikpapan ",Rp 850 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047935/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047935/original/hos15047935-rumah-di-jual-di-sepinggan-balikpapan-1696817389.jpg,3,2,180 m²,160 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1092,Hunian cantik ditengah kota balikpapan. ,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047891/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047891/original/hos15047891-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696817072.jpg,5,2,300 m²,280 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1093,"BALIKPAPAN, RUMAH LUAS DI MANGGAR (Y515)","Rp 1,35 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047172/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047172/original/hos15047172-rumah-di-jual-di-batakan-balikpapan-1700036070.jpg,4,5,350 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1094,RUMAH EMPAT KAMAR TIDUR BARU DI CAT DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14975200/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14975200/original/hos14975200-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696236739.jpg,4,2,144 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1095,RUMAH HOOK EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14975019/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14975019/original/hos14975019-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696236249.jpg,4,2,163 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1096,RUMAH  KONTRAKAN  2 LANTAI 4 PINTU  BANGUNAN BARU  DI BATAKAN MAS,"Rp 1,1 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14974991/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14974991/original/hos14974991-rumah-di-jual-di-batakan-balikpapan-1696236153.jpg,8,4,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1097,RUMAH STRATEGIS DI TEPI JL. LETJEN S PARMAN BALIKPAPAN,"Rp 3,4 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14971549/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14971549/original/hos14971549-rumah-di-jual-di-balikpapan-tengah-balikpapan-1696225677.jpg,3,2,305 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,,,,,,,,,,,,Dijual
1098,RUMAH SECOND DIJUAL CEPAT BU DI JL. SORONG BALIKPAPAN,"Rp 1,8 Miliar","Muara Rapak, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14910203/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1252698/2023-09-25-22-26-17-85b8038c-cfdd-4953-ab86-b259d87770c1.jpg,6,3,268 m²,243 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1099,RUMAH GRANDCITY CLUSTER NORDVILLE BALIKPAPAN GERBANG IKN,"Rp 1,71 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14900189/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14900189/original/hos14900189-rumah-di-jual-di-balikpapan-utara-balikpapan-1695611331.jpg,3,2,98 m²,88 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
1100,RUMAH NEW HAYFIELD GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,Rp 960 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898231/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898231/original/hos14898231-rumah-di-jual-di-balikpapan-utara-balikpapan-1695603136.jpg,2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
1101,BALIKPAPAN RUMAH BARU MINIMALIS 2 LANTAI GRAND CITY (LM123),Rp 975 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898227/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-14-36-03-30e4a6fd-65bd-4acd-afd4-6fc04a83ae92.jpg,2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1102,123 Balikpapan Grand City Rumah Baru Minimalis 2 Lantai,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898226/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-06-01-277e250d-689b-41bd-8052-b8f11e201b2d.jpg,2,2,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1103,rumah minimalis kawasan perumahan polisi,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898208/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898208/original/hos14898208-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695602741.jpg,2,1,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
1104,SMART HOME SISTEM GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,Rp 970 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898182/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898182/original/hos14898182-rumah-di-jual-di-balikpapan-utara-balikpapan-1695602431.jpg,2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
1105,BALIKPAPAN RUMAH 2 LANTAI DI KAWASAN ELIT GRAND CITY (LM321),"Rp 3,37 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898148/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-02-21-23-aa16625e-d9f2-4237-8163-1299a25af7e1.jpg,3,3,220 m²,190 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1106,321 Balikpapan Gran City Rumah 2 Lantai Di Kawasan Elite,"Rp 3,37 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898147/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-07-18-3dd7251a-65fb-4f51-94e3-491475db46d1.jpg,3,3,220 m²,190 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1107,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898146/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898146/original/hos14898146-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601732.jpg,2,1,84 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
1108,RUMAH MINIMALIS 2 LANTAI SIAP HUNI DENGAN ROOFTOP DI BAGIAN ATAS LOKASI AMAN DAN NYAMAN,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898126/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898126/original/hos14898126-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601236.jpg,4,4,160 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1109,RUMAH MINIMALIS 2 LANTAI BEBAS BANJIR DI CASTARIKA,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898121/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898121/original/hos14898121-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601145.jpg,4,4,160 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1110,BALIKPAPAN RUMAH MEWAH DENGAN FULLL FURNISHED BARU DI GRAND CITY (LM323),"Rp 3,95 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898106/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-02-42-13-995e8d60-8f7e-4df0-bd92-089880409372.jpg,3,3,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1111,323 Balikpapan Grand City Rumah Mewah Dengan Fulll Furnished Baru,"Rp 3,95 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898105/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-10-23-1fe1d9e6-6bbf-4c00-801f-cc66df0627ea.jpg,3,3,180 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1112,RUMAH 2 LANTAI  BERSIH TERAWAT DI PERUMAHAN REGENCY,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14816063/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14816063/original/hos14816063-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695022475.jpg,3,2,249 m²,65 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1113,272 Balikpapan Baru Rumah 2 Lantai Non Furnish Padat Penduduk,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14815149/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-29-52-b35325f6-5b59-43f4-8102-4e0b7b75e225.jpg,5,3,330 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1114,BALIKPAPAN RUMAH 2 LANTAI NON FURNISH DI AREA PADAT PENDUDUK (LM272),"Rp 3,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14815147/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-04-08-20-56-d7c7db55-3880-4394-89e3-7a89a5c7484d.jpg,5,3,389 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1115,rumah minimalis hoek halaman luas,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14744792/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-09-11-10-36-23-7924d692-034c-4bc5-9729-544f166b480a.jpg,,,270 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,Bagus,Dijual
1116,RUMAH 2 LANTAI  TERAWAT BERSIH SIAP HUNI,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14741300/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14741300/original/hos14741300-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694417103.jpg,3,2,152 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,7600 Watt,,,,,,,,,,,,,Dijual
1117,RUMAH MINIMALIS 1 LANTAI SIAP HUNI DI PERUMAHAN WIKA  NYAMAN ASRI UNTUK DI HUNI,Rp 850 Juta,"Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14739922/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14739922/original/hos14739922-rumah-di-jual-di-gn.-samarinda-balikpapan-1694411715.jpg,2,2,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1118,RUMAH HOOK DENGAN FASILITAS LENGKAP DENGAN LOKASI NYAMAN AMAN DITENGAH KOTA,"Rp 3,5 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14736567/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14736567/original/hos14736567-rumah-di-jual-di-balikpapan-utara-balikpapan-1694398368.jpg,4,5,319 m²,319 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1119,BALIKPAPAN RUMAH BARU JADI DI PERUMAHAN CASA KARIANGAU PROJAKAL (LM312),Rp 450 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14736172/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-03-11-32-5060c9fb-f841-4d72-a14b-f36d13393b09.jpg,2,1,120 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1120,312 Balikpapan Kariangau Rumah Baru Jadi Di Perumahan Casa,Rp 450 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14736171/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-43-06-39b3614b-66cf-4d09-8b75-3e0e774a9aae.jpg,2,1,120 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1121,rumah plus toko dekat bandara international dan rekreasi,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14676411/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14676411/original/hos14676411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1693809469.jpg,4,2,330 m²,270 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,3 Mobil,,Tidak,Bagus,Dijual
1122,Hunian minimalis sudah Full Furnish didaerah wisata,Rp 600 Juta,"Teritip, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14676186/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14676186/original/hos14676186-rumah-di-jual-di-teritip-balikpapan-1693808581.jpg,3,2,182 m²,182 m²,2,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1123,RUMAH BESAR STRATEGIS SIAP HUNI BALIKPAPAN RENGGANIS RESIDENCE,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14671774/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1688259/2023-09-12-09-45-36-dd2d7a13-3342-4ca6-9208-9086f373480b.jpg,3,3,300 m²,250 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,Tidak,Tidak,Furnished,1,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
1124,RUMAH BESAR LUAS NYAMAN ENAM KAMAR TIDUR DI TENGAH KOTA BALIKPAPAN,"Rp 1,45 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14671751/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14671751/original/hos14671751-rumah-di-jual-di-balikpapan-tengah-balikpapan-1693789205.jpg,6,4,215 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1125,RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN RAMAI BALIKPAPAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14671714/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14671714/original/hos14671714-rumah-di-jual-di-balikpapan-utara-balikpapan-1693788818.jpg,3,2,120 m²,125 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1126,Hunian tingkat 2 Didaerah perum Balikpapan Baru,"Rp 1,7 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14671555/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14671555/original/hos14671555-rumah-di-jual-di-balikpapan-baru-balikpapan-1693786730.jpg,5,2,230 m²,150 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1127,RUMAH TINGGAL CANTIK SIAP HUNI BALIKPAPAN GRAND CITY,Rp 40 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14600671/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14600671/original/hos14600671-rumah-di-jual-di-balikpapan-utara-balikpapan-1693184736.jpg,2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1128,BALIKPAPAN PERUMAHAN  BDS 2,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14534376/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14534376/original/hos14534376-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692588251.jpg,2,1,102 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,900 Watt,,,,,,,,,,,,,Dijual
1129,RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,Rp 525 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14533497/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14533497/original/hos14533497-rumah-di-jual-di-gunung-bahagia-balikpapan-1692584241.jpg,2,1,72 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1130,rumah tingkat 2 dekat Kolam renang Caribbean regency,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14533379/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14533379/original/hos14533379-rumah-di-jual-di-balikpapan-selatan-balikpapan-1692583459.jpg,4,3,180 m²,250 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1131,RUMAH BALIKPAPAN GUNUNG GUNTUR,Rp 385 Juta,"Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14484450/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14484450/original/hos14484450-rumah-di-jual-di-balikpapan-tengah-balikpapan-1692003207.jpg,3,2,180 m²,154 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
1132,Rumah Mewah Balikpapan,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14478986/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1746082/2023-09-18-06-16-00-abd28526-078a-4dbc-8755-16f63e4f542b.jpg,12,10,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1134,Rumah minimalis baru dibangun dan baru direnov,Rp 570 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14303371/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-24-05-37-03-48cdf5fa-5b04-4b8b-8de2-d1bf726512e8.jpg,3,2,100 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Baru,Dijual
1135,Dijual Rumah minimalis  bisa di take over,Rp 470 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14301118/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1655652/2023-07-24-03-07-14-4125cb02-f2c3-42d5-86c5-27f448d955e2.jpg,2,1,84 m²,36 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1136,BALIKPAPAN RUMAH DI PERUMAHAN BUKIT DAMAI INDAH (BDI),"Rp 1,7 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14300914/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14300914/original/hos14300914-rumah-di-jual-di-balikpapan-selatan-balikpapan-1690166546.jpg,5,3,144 m²,207 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1137,BALIKPAPAN RUMAH PERUMAHAN BALIKPAPAN BARU (HM175),"Rp 2,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14247845/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14247845/original/hos14247845-rumah-di-jual-di-balikpapan-baru-balikpapan-1689566228.jpg,3,3,200 m²,160 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1138,225 Balikpapan Baru Investasi Rumah Mewah 4 Kamar Full Furnish,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14189974/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-12-16-05-84b228b2-27af-46a1-bce6-c2c70f42938a.jpg,4,4,342 m²,204 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1139,158 Balikpapan Keruang Rumah Nyaman Tengah Kota,Rp 750 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14186610/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-13-18-34-c18e33ea-78df-4564-af46-42924587143d.jpg,3,2,130 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1140,BALIKPAPAN PERUMAHAN WIKA,Rp 2 Miliar,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14132864/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14132864/original/hos14132864-rumah-di-jual-di-balikpapan-utara-balikpapan-1688354408.jpg,6,3,210 m²,270 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,2,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1141,Smart Home Cluster Premium Tengah Kota Balikpapan,Rp 920 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14089906/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-06-26-06-50-22-eb141e87-c3cd-4e72-95f4-20716024db04.jpg,3,3,60 m²,80 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Ya,Ya,Unfurnished,2,Perkotaan,Ya,,PAM atau PDAM,Tidak,,Dijual
